Sumber,Tanggal,Judul,Link,Snippet
Detik,2025-01-28,Video: Warga Tionghoa di Carangsari Gelar Sembahyang Leluhur Jelang Imlek,https://20.detik.com/detikupdate/20250128-250128093/video-warga-tionghoa-di-carangsari-gelar-sembahyang-leluhur-jelang-imlek-,No Snippet
Detik,2025-01-28,Video: Tampang Suami yang Sekap Istri hingga Tewas di Palembang,https://20.detik.com/detikupdate/20250128-250128091/video-tampang-suami-yang-sekap-istri-hingga-tewas-di-palembang,No Snippet
Detik,2025-01-28,5 Fakta Aksi Keji Antok Mutilasi Uswatun Khasanah di Ngawi,https://news.detik.com/berita/d-7753569/5-fakta-aksi-keji-antok-mutilasi-uswatun-khasanah-di-ngawi,No Snippet
Detik,2025-01-28,Contraflow di Tol Japek KM 55-47 Arah Jakarta Diterapkan Malam Ini,https://news.detik.com/berita/d-7753553/contraflow-di-tol-japek-km-55-47-arah-jakarta-diterapkan-malam-ini,No Snippet
Detik,2025-01-28,Waka MPR Sebut Pentingnya Menumbuhkan Budaya Literasi di Masyarakat,https://news.detik.com/berita/d-7753541/waka-mpr-sebut-pentingnya-menumbuhkan-budaya-literasi-di-masyarakat,No Snippet
Detik,2025-01-29,"Mayat di Pinggir Laut Merak Ditemukan Warga, Diduga Penumpang Feri Terjatuh",https://news.detik.com/berita/d-7754816/mayat-di-pinggir-laut-merak-ditemukan-warga-diduga-penumpang-feri-terjatuh,No Snippet
Detik,2025-01-29,Israel Sebut 8 Sandera Termasuk 5 Warga Thailand Dibebaskan Pada Kamis,https://news.detik.com/internasional/d-7754805/israel-sebut-8-sandera-termasuk-5-warga-thailand-dibebaskan-pada-kamis,No Snippet
Detik,2025-01-29,Video Polisi Tetapkan Mahasiswa Unpad Pengemudi Sedan Maut Jadi Tersangka,https://20.detik.com/detikupdate/20250129-250129098/video-polisi-tetapkan-mahasiswa-unpad-pengemudi-sedan-maut-jadi-tersangka,No Snippet
Detik,2025-01-29,Video Polda Metro Segera Sidang Etik AKBP Bintoro Terkait Dugaan Pemerasan,https://20.detik.com/detikupdate/20250129-250129097/video-polda-metro-segera-sidang-etik-akbp-bintoro-terkait-dugaan-pemerasan,No Snippet
Detik,2025-01-29,Polda Metro Segera Sidang Etik AKBP Bintoro Dkk Terkait Dugaan Pemerasan,https://news.detik.com/berita/d-7754798/polda-metro-segera-sidang-etik-akbp-bintoro-dkk-terkait-dugaan-pemerasan,No Snippet
Detik,2025-01-29,"Siaga Banjir, Aliran Listrik PLN Kembali Nyala Bertahap Usai Kondisi Aman",https://news.detik.com/adv-nhl-detikcom/d-7754796/siaga-banjir-aliran-listrik-pln-kembali-nyala-bertahap-usai-kondisi-aman,No Snippet
Detik,2025-01-29,Legislator Gerindra Yuliansyah Bagikan Sembako ke Korban Banjir di Landak,https://news.detik.com/berita/d-7754793/legislator-gerindra-yuliansyah-bagikan-sembako-ke-korban-banjir-di-landak,No Snippet
Detik,2025-01-29,Sulitnya Evakuasi Jenazah Pekerja Korban Coran Tower di Bekasi,https://news.detik.com/berita/d-7754788/sulitnya-evakuasi-jenazah-pekerja-korban-coran-tower-di-bekasi,No Snippet
Detik,2025-01-29,Video Pj Gubernur Jakarta Atasi Banjir: Ada Beberapa Tempat Agak Sulit,https://20.detik.com/detikupdate/20250129-250129094/video-pj-gubernur-jakarta-atasi-banjir-ada-beberapa-tempat-agak-sulit,No Snippet
Detik,2025-01-29,Polisi Komitmen Tuntaskan Kasus Pembunuhan yang Ditangani AKBP Bintoro,https://news.detik.com/berita/d-7754777/polisi-komitmen-tuntaskan-kasus-pembunuhan-yang-ditangani-akbp-bintoro,No Snippet
Detik,2025-01-29,Aksi Humanis Polres Pelabuhan Priok Beri Sembako ke 50 KK Korban Rob Muara Angke,https://news.detik.com/berita/d-7754762/aksi-humanis-polres-pelabuhan-priok-beri-sembako-ke-50-kk-korban-rob-muara-angke,No Snippet
Detik,2025-01-29,"Video: Jakarta Banjir, Pj Gubernur Teguh: Cuaca Ekstrem",https://20.detik.com/detikupdate/20250129-250129093/video-jakarta-banjir-pj-gubernur-teguh-cuaca-ekstrem,No Snippet
Detik,2025-01-29,Video Kepala BMKG Ingatkan Potensi Bencana Hidrometeorologi di Jateng,https://20.detik.com/detikupdate/20250129-250129092/video-kepala-bmkg-datangi-plt-gubernur-jateng-ingatkan-potensi-bencana-hidrometeorologi,No Snippet
Detik,2025-01-29,Eks Pengacara Anak Bos Prodia Dilaporkan Terkait Penggelapan Lamborghini,https://news.detik.com/berita/d-7754749/eks-pengacara-anak-bos-prodia-dilaporkan-terkait-penggelapan-lamborghini,No Snippet
Detik,2025-01-29,Foto News,https://news.detik.com/foto-news/d-7754580/suasana-ibadah-imlek-di-vihara-gayatri-depok,No Snippet
Detik,2025-01-29,5 Curhat Warga Korban Banjir Jakarta,https://news.detik.com/berita/d-7754726/5-curhat-warga-korban-banjir-jakarta,No Snippet
Detik,2025-01-29,35 RT dan 3 Ruas Jalan di Jakarta Masih Tergenang Malam Ini,https://news.detik.com/berita/d-7754707/35-rt-dan-3-ruas-jalan-di-jakarta-masih-tergenang-malam-ini,No Snippet
Detik,2025-01-29,Video: 40 Ribu Kendaraan Lintasi Jalur Puncak Saat Libur Imlek,https://20.detik.com/detikupdate/20250129-250129083/video-40-ribu-kendaraan-lintasi-jalur-puncak-saat-libur-imlek,No Snippet
Detik,2025-01-29,Pemprov Jakarta Akan Modifikasi Cuaca Jika Cuaca Ekstrem Terus Berlanjut,https://news.detik.com/berita/d-7754687/pemprov-jakarta-akan-modifikasi-cuaca-jika-cuaca-ekstrem-terus-berlanjut,No Snippet
Detik,2025-01-29,Kondisi Banjir Kelapa Gading Seharian Ini: Malam hingga Petang,https://news.detik.com/berita/d-7754667/kondisi-banjir-kelapa-gading-seharian-ini-malam-hingga-petang,No Snippet
Detik,2025-01-30,67 Orang Dipastikan Tewas di Tabrakan Pesawat Vs Black Hawk di AS,https://news.detik.com/internasional/d-7756471/67-orang-dipastikan-tewas-di-tabrakan-pesawat-vs-black-hawk-di-as,No Snippet
Detik,2025-01-30,"Angkot JakLingko Terbakar di Terminal Kalideres, TransJ Investigasi",https://news.detik.com/berita/d-7756469/angkot-jaklingko-terbakar-di-terminal-kalideres-transj-investigasi,No Snippet
Detik,2025-01-30,BPBD Catat 1.941 Warga Jakut Masih Mengungsi Akibat Banjir,https://news.detik.com/berita/d-7756461/bpbd-catat-1-941-warga-jakut-masih-mengungsi-akibat-banjir,No Snippet
Detik,2025-01-30,Kotak Hitam American Airlines yang Tabrakan dengan Black Hawk Ditemukan,https://news.detik.com/internasional/d-7756459/kotak-hitam-american-airlines-yang-tabrakan-dengan-black-hawk-ditemukan,No Snippet
Detik,2025-01-30,"3 Pabrik di Kabupaten Bandung Kebakaran, Petugas Damkar Terluka",https://news.detik.com/berita/d-7756457/3-pabrik-di-kabupaten-bandung-kebakaran-petugas-damkar-terluka,No Snippet
Detik,2025-01-30,Video: Geng Rusia Pakai Pistol dan Rompi 'Polisi' Saat Rampok WN Ukraina di Bali,https://20.detik.com/detikupdate/20250130-250130132/video-geng-rusia-pakai-pistol-dan-rompi-polisi-saat-rampok-wn-ukraina-di-bali,No Snippet
Detik,2025-01-30,Foto News,https://news.detik.com/foto-news/d-7754242/atraksi-barongsai-semarakkan-imlek-di-wihara-sakyamuni-aceh,No Snippet
Detik,2025-01-30,Jadwal Whoosh Pertama Tiap Hari Minggu Jadi Pukul 07.35 WIB 1 Februari Nanti,https://news.detik.com/berita/d-7756442/jadwal-whoosh-pertama-tiap-hari-minggu-jadi-pukul-07-35-wib-1-februari-nanti,No Snippet
Detik,2025-01-30,Video: Detik-detik Hamas Bebaskan Sandera Tentara Wanita Israel Agam Berger,https://20.detik.com/detikupdate/20250130-250130131/video-detik-detik-hamas-bebaskan-sandera-tentara-wanita-israel-agam-berger,No Snippet
Detik,2025-01-30,Video: Prabowo Ingatkan TNI-Polri Harus Selalu Bersama Rakyat,https://20.detik.com/detikupdate/20250130-250130124/video-prabowo-ingatkan-tni-polri-harus-selalu-bersama-rakyat,No Snippet
Detik,2025-01-30,"Video Guru Honorer Sukabumi Geruduk DPRD, Tolak Skema PPPK Paruh Waktu",https://20.detik.com/detikupdate/20250130-250130111/video-guru-honorer-sukabumi-geruduk-dprd-tolak-skema-pppk-paruh-waktu,No Snippet
Detik,2025-01-30,Video: Menteri PKP Akan Bangun Rumah untuk Anggota TNI dan Polri,https://20.detik.com/detikupdate/20250130-250130123/video-menteri-pkp-akan-bangun-rumah-untuk-anggota-tni-dan-polri,No Snippet
Detik,2025-01-30,Video Prabowo ke TNI-Polri: Pangkat Saudara Penghormatan dari Rakyat,https://20.detik.com/detikupdate/20250130-250130120/video-prabowo-ke-tni-polri-pangkat-saudara-penghormatan-dari-rakyat,No Snippet
Detik,2025-01-30,Geng Rusia di Bali Pakai Pistol dan Rompi 'Polisi' Saat Rampok WN Ukraina,https://news.detik.com/berita/d-7756426/geng-rusia-di-bali-pakai-pistol-dan-rompi-polisi-saat-rampok-wn-ukraina,No Snippet
Detik,2025-01-30,Video: 18 Jenazah Korban Tabrakan Pesawat AS-Black Hawk Ditemukan,https://20.detik.com/detikupdate/20250130-250130130/video-18-jenazah-korban-tabrakan-pesawat-as-black-hawk-ditemukan,No Snippet
Detik,2025-01-30,Foto News,https://news.detik.com/foto-news/d-7756199/potret-banjir-hari-ketiga-di-samarinda-utara,No Snippet
Detik,2025-01-30,"Kaji Sistem Ketatanegaraan, K3 MPR Siap Libatkan Masyarakat-Pakar",https://news.detik.com/berita/d-7756422/kaji-sistem-ketatanegaraan-k3-mpr-siap-libatkan-masyarakat-pakar,No Snippet
Detik,2025-01-30,Tabrakan Pesawat Penumpang dengan Black Hawk Bikin Trump Mencak-mencak,https://news.detik.com/internasional/d-7756419/tabrakan-pesawat-penumpang-dengan-black-hawk-bikin-trump-mencak-mencak,No Snippet
Detik,2025-01-30,Geng Rusia Rampok-Culik WN Ukraina di Bali,https://news.detik.com/berita/d-7756418/geng-rusia-rampok-culik-wn-ukraina-di-bali,No Snippet
Detik,2025-01-30,Ibas Dorong Penguatan SDM Lewat Pendidikan Konstitusi yang Masif & Menarik,https://news.detik.com/berita/d-7756415/ibas-dorong-penguatan-sdm-lewat-pendidikan-konstitusi-yang-masif-menarik,No Snippet
Detik,2025-01-31,"Menteri Agus ke Jajaran: Sederhanakan Seremoni, Anggaran untuk Program Penting",https://news.detik.com/berita/d-7758011/menteri-agus-ke-jajaran-sederhanakan-seremoni-anggaran-untuk-program-penting,No Snippet
Detik,2025-01-31,"Kakek Hidup Sendiri di Gubuk Dekat 'Tumpukan Sampah' Tangerang, Polisi Bantu",https://news.detik.com/berita/d-7758010/kakek-hidup-sendiri-di-gubuk-dekat-tumpukan-sampah-tangerang-polisi-bantu,No Snippet
Detik,2025-01-31,Rumah Samping Lapas Cipinang Kebakaran,https://news.detik.com/berita/d-7758007/rumah-samping-lapas-cipinang-kebakaran,No Snippet
Detik,2025-01-31,Terungkap di Reka Ulang! Abraham Buang Baju ke Sungai Usai Bunuh Satpam,https://news.detik.com/berita/d-7757995/terungkap-di-reka-ulang-abraham-buang-baju-ke-sungai-usai-bunuh-satpam,No Snippet
Detik,2025-01-31,P2TP2A Beri Pendampingan ke 15 Anak Korban Pencabulan Guru Ngaji Wahyudin,https://news.detik.com/berita/d-7757989/p2tp2a-beri-pendampingan-ke-15-anak-korban-pencabulan-guru-ngaji-wahyudin,No Snippet
Detik,2025-01-31,Pramono soal Instruksi Presiden Efisiensi Anggaran: Kami Menyesuaikan,https://news.detik.com/berita/d-7757985/pramono-soal-instruksi-presiden-efisiensi-anggaran-kami-menyesuaikan,No Snippet
Detik,2025-01-31,"Keraton Solo Beri Gelar Bangsawan ke Celine Evangelista, Ini Alasannya",https://news.detik.com/berita/d-7757984/keraton-solo-beri-gelar-bangsawan-ke-celine-evangelista-ini-alasannya,No Snippet
Detik,2025-01-31,Foto News,https://news.detik.com/foto-news/d-7757452/sepekan-lebih-jalan-desa-putus-akibat-banjir-di-kudus,No Snippet
Detik,2025-01-31,Bagaimana Pelantikan Kepala Daerah Hasil Putusan MK? Ini Kata Mendagri,https://news.detik.com/pilkada/d-7757982/bagaimana-pelantikan-kepala-daerah-hasil-putusan-mk-ini-kata-mendagri,No Snippet
Detik,2025-01-31,Video Trump: Heli Black Hawk Terbang Terlalu Tinggi!,https://20.detik.com/detikupdate/20250131-250131123/video-trump-heli-black-hawk-terbang-terlalu-tinggi,No Snippet
Detik,2025-01-31,Aksi Geng Rusia Rampok WN Ukraina di Bali: Pakai Rompi 'Polisi' dan Alphard Berstrobo,https://20.detik.com/detikupdate/20250131-250131122/aksi-geng-rusia-rampok-wn-ukraina-di-bali-pakai-rompi-polisi-dan-alphard-berstrobo,No Snippet
Detik,2025-01-31,Babak Baru Kasus Penembakan Bos Rental Mobil Segera di Meja Hijau,https://news.detik.com/berita/d-7757961/babak-baru-kasus-penembakan-bos-rental-mobil-segera-di-meja-hijau,No Snippet
Detik,2025-01-31,Penampakan Uswatun Hasanah Sebelum Tewas Dimutilasi Antok,https://news.detik.com/berita/d-7757959/penampakan-uswatun-hasanah-sebelum-tewas-dimutilasi-antok,No Snippet
Detik,2025-01-31,Farida Felix Klaim Dimaafkan Istri dari Satpam yang Dibunuh Anaknya,https://news.detik.com/berita/d-7757957/farida-felix-klaim-dimaafkan-istri-dari-satpam-yang-dibunuh-anaknya,No Snippet
Detik,2025-01-31,Foto News,https://news.detik.com/foto-news/d-7757597/banjir-setinggi-paha-rendam-permukiman-di-pekalongan,No Snippet
Detik,2025-01-31,"Video: Pramono Lebih Pilih Jakarta Tak Jadi Ibu Kota, Ini Alasannya",https://20.detik.com/detikupdate/20250131-250131116/video-pramono-lebih-pilih-jakarta-tak-jadi-ibu-kota-ini-alasannya,No Snippet
Detik,2025-01-31,Video AHY soal 100 Hari Kerja Prabowo-Gibran: Terlalu Awal Disimpulkan,https://20.detik.com/detikupdate/20250131-250131119/video-ahy-soal-100-hari-kerja-prabowo-gibran-terlalu-awal-disimpulkan,No Snippet
Detik,2025-01-31,"Antisipasi Hujan Lebat, Pemprov Jakarta Akan Modifikasi Cuaca Besok",https://news.detik.com/berita/d-7757944/antisipasi-hujan-lebat-pemprov-jakarta-akan-modifikasi-cuaca-besok,No Snippet
Detik,2025-01-31,"Temui Ketua MK, Tito Minta Salinan Putusan Dismissal Diunggah Secepatnya",https://news.detik.com/pilkada/d-7757940/temui-ketua-mk-tito-minta-salinan-putusan-dismissal-diunggah-secepatnya,No Snippet
Detik,2025-01-31,"Prabowo Terima Menhan Prancis, Bahas Tantangan Dunia",https://news.detik.com/berita/d-7757938/prabowo-terima-menhan-prancis-bahas-tantangan-dunia,No Snippet
Detik,2025-02-01,"Cekcok-Ancam Pengendara Pakai Golok di Jakpus, Ojol Diamankan Polisi",https://news.detik.com/berita/d-7759088/cekcok-ancam-pengendara-pakai-golok-di-jakpus-ojol-diamankan-polisi,No Snippet
Detik,2025-02-01,Trump Isyaratkan Black Hawk yang Salah di Kecelakaan Pesawat,https://news.detik.com/berita/d-7759085/trump-isyaratkan-black-hawk-yang-salah-di-kecelakaan-pesawat,No Snippet
Detik,2025-02-01,Momen Jokowi-Prabowo Bercanda Bahas Cawe-cawe di Nikahan Anak Hatta Rajasa,https://news.detik.com/berita/d-7759074/momen-jokowi-prabowo-bercanda-bahas-cawe-cawe-di-nikahan-anak-hatta-rajasa,No Snippet
Detik,2025-02-01,Video: Chairul Tanjung Ucapkan Selamat Atas Pernikahan Putra Hatta Rajasa-Cucu JK,https://20.detik.com/detikupdate/20250201-250201096/video-chairul-tanjung-ucapkan-selamat-atas-pernikahan-putra-hatta-rajasa-cucu-jk,No Snippet
Detik,2025-02-01,Kenneth DPRD DKJ Minta Penanganan Banjir Jakarta Dievaluasi,https://news.detik.com/berita/d-7759061/kenneth-dprd-dkj-minta-penanganan-banjir-jakarta-dievaluasi,No Snippet
Detik,2025-02-01,"Video: Prabowo, Jokowi hingga SBY Hadiri Pernikahan Putra Hatta Rajasa",https://20.detik.com/detikupdate/20250201-250201094/video-prabowo-jokowi-hingga-sby-hadiri-pernikahan-putra-hatta-rajasa,No Snippet
Detik,2025-02-01,"Hadiri Pernikahan Putra Hatta Rajasa-Cucu JK, Chairul Tanjung Doakan Harmonis",https://news.detik.com/berita/d-7759055/hadiri-pernikahan-putra-hatta-rajasa-cucu-jk-chairul-tanjung-doakan-harmonis,No Snippet
Detik,2025-02-01,Peran 3 Ekor K9 di Balik Penggerebekan Kampung Narkoba Lombok Tengah,https://news.detik.com/berita/d-7759045/peran-3-ekor-k9-di-balik-penggerebekan-kampung-narkoba-lombok-tengah,No Snippet
Detik,2025-02-01,Laporan dari Italia,https://news.detik.com/berita/d-7759040/megawati-bakal-bertemu-paus-fransiskus-di-italia-bahas-misi-kemanusiaan,No Snippet
Detik,2025-02-01,Video: Detik-detik Penangkapan 2 Wanita Pembunuh Pria Disabilitas di Subang,https://20.detik.com/detikupdate/20250201-250201092/video-detik-detik-penangkapan-2-wanita-pembunuh-pria-disabilitas-di-subang,No Snippet
Detik,2025-02-01,Mensesneg soal Tak Ada Pengecer LPG 3 Kg: Supaya Subsidi Tepat Sasaran,https://news.detik.com/berita/d-7759035/mensesneg-soal-tak-ada-pengecer-lpg-3-kg-supaya-subsidi-tepat-sasaran,No Snippet
Detik,2025-02-01,"Pramono Bicara Rencana 100 Hari Kerja, Soal Banjir-Polusi-Macet Prioritas",https://news.detik.com/berita/d-7759034/pramono-bicara-rencana-100-hari-kerja-soal-banjir-polusi-macet-prioritas,No Snippet
Detik,2025-02-01,Video: Jejak Penerbangan Pesawat Medis Sebelum Jatuh dan Meledak di Philadelphia,https://20.detik.com/detikupdate/20250201-250201080/video-jejak-penerbangan-pesawat-medis-sebelum-jatuh-dan-meledak-di-philadelphia,No Snippet
Detik,2025-02-01,Pemkab Cari Cara Sebab Tarif Rp 54.900 Bikin Sepi Pengunjung Curug Nangka,https://news.detik.com/berita/d-7759022/pemkab-cari-cara-sebab-tarif-rp-54-900-bikin-sepi-pengunjung-curug-nangka,No Snippet
Detik,2025-02-01,"Prabowo, Jokowi hingga SBY Hadiri Pernikahan Putra Hatta Rajasa-Cucu JK",https://news.detik.com/berita/d-7759010/prabowo-jokowi-hingga-sby-hadiri-pernikahan-putra-hatta-rajasa-cucu-jk,No Snippet
Detik,2025-02-01,"Polres Pelabuhan Tanjung Priok Kembalikan Motor Hasil Curian, Pemilik Semringah",https://news.detik.com/berita/d-7759001/polres-pelabuhan-tanjung-priok-kembalikan-motor-hasil-curian-pemilik-semringah,No Snippet
Detik,2025-02-01,Video: Istana Bicara soal Warung Pengecer Dilarang Jual LPG 3 Kg,https://20.detik.com/detikupdate/20250201-250201087/video-istana-bicara-soal-warung-pengecer-dilarang-jual-lpg-3-kg,No Snippet
Detik,2025-02-01,Jejak Kasus Anggota DPRD Depok Tersangka Cabuli ABG hingga Ditahan,https://news.detik.com/berita/d-7758995/jejak-kasus-anggota-dprd-depok-tersangka-cabuli-abg-hingga-ditahan,No Snippet
Detik,2025-02-01,Foto News,https://news.detik.com/foto-news/d-7758988/bus-brimob-kecelakaan-2-siswa-sma-meninggal,No Snippet
Detik,2025-02-01,KRL Jabodetabek Masih Berhenti di Stasiun Karet,https://news.detik.com/berita/d-7758987/krl-jabodetabek-masih-berhenti-di-stasiun-karet,No Snippet
Detik,2025-02-02,"Bikin Konten Pura-pura Kencing di Tlogo Kuning, Pendaki Gunung Lawu Minta Maaf",https://news.detik.com/berita/d-7760123/bikin-konten-pura-pura-kencing-di-tlogo-kuning-pendaki-gunung-lawu-minta-maaf,No Snippet
Detik,2025-02-02,Menag Lobi Pemerintah Saudi untuk Tambah Kuota Pendamping Jemaah Haji RI,https://news.detik.com/berita/d-7760117/menag-lobi-pemerintah-saudi-untuk-tambah-kuota-pendamping-jemaah-haji-ri,No Snippet
Detik,2025-02-02,Pria di Jakbar Ditemukan Tewas Usai Ceburkan Diri ke Kali Cengkareng,https://news.detik.com/berita/d-7760103/pria-di-jakbar-ditemukan-tewas-usai-ceburkan-diri-ke-kali-cengkareng,No Snippet
Detik,2025-02-02,"Mayat Pria Ditemukan di Taman Jali-jali Jakpus, Polisi Selidiki",https://news.detik.com/berita/d-7760095/mayat-pria-ditemukan-di-taman-jali-jali-jakpus-polisi-selidiki,No Snippet
Detik,2025-02-02,Dokumen Apa Saja yang Ada di Aplikasi IKD? Simak Juga Cara Aktivasinya,https://news.detik.com/berita/d-7760075/dokumen-apa-saja-yang-ada-di-aplikasi-ikd-simak-juga-cara-aktivasinya,No Snippet
Detik,2025-02-02,Pro Kontra Warga Jika Taman di Jakarta Dibuka 24 Jam,https://news.detik.com/berita/d-7760083/pro-kontra-warga-jika-taman-di-jakarta-dibuka-24-jam,No Snippet
Detik,2025-02-02,Budiman Sudjatmiko: Sejak 2023 Saya Ingin Ibu Mega Bertemu Pak Prabowo,https://news.detik.com/berita/d-7760080/budiman-sudjatmiko-sejak-2023-saya-ingin-ibu-mega-bertemu-pak-prabowo,No Snippet
Detik,2025-02-02,"Info Pendaftaran SNBP 2025: Jadwal, Syarat dan Cara Daftar",https://news.detik.com/berita/d-7760072/info-pendaftaran-snbp-2025-jadwal-syarat-dan-cara-daftar,No Snippet
Detik,2025-02-02,"Gudang Bizhub di Tambun Selatan Kebakaran, 12 Unit Mobil Damkar Dikerahkan",https://news.detik.com/berita/d-7760070/gudang-bizhub-di-tambun-selatan-kebakaran-12-unit-mobil-damkar-dikerahkan,No Snippet
Detik,2025-02-02,Garam Ditebar Pakai Pesawat Cassa untuk Modifikasi Cuaca Jakarta,https://news.detik.com/berita/d-7760055/garam-ditebar-pakai-pesawat-cassa-untuk-modifikasi-cuaca-jakarta,No Snippet
Detik,2025-02-02,AM Hendropriyono: Waspadai Sentimen SARA Operasi Penggalangan Negara Adidaya ke RI,https://news.detik.com/berita/d-7760050/am-hendropriyono-waspadai-sentimen-sara-operasi-penggalangan-negara-adidaya-ke-ri,No Snippet
Detik,2025-02-02,Video: Hashim Ungkap Alasan Prabowo Tak Hadiri Peresmian Kuil Murugan,https://20.detik.com/detikupdate/20250202-250202094/video-hashim-ungkap-alasan-prabowo-tak-hadiri-peresmian-kuil-murugan,No Snippet
Detik,2025-02-02,Ejekan Karyawan PT Timah ke Honorer Pakai BPJS Berbuntut Panjang,https://news.detik.com/berita/d-7760038/ejekan-karyawan-pt-timah-ke-honorer-pakai-bpjs-berbuntut-panjang,No Snippet
Detik,2025-02-02,Foto News,https://news.detik.com/foto-news/d-7759863/kondisi-imgran-rohingya-di-kamp-penampungan-aceh-timur,No Snippet
Detik,2025-02-02,Gubernur NTT Terpilih Tak Masalah Pelantikan Diundur: Serentak Makin Bagus,https://news.detik.com/berita/d-7760008/gubernur-ntt-terpilih-tak-masalah-pelantikan-diundur-serentak-makin-bagus,No Snippet
Detik,2025-02-02,Video: Pria Tenggelam saat Memancing di Sumsel Ditemukan Tewas Terlilit Jala Ikan,https://20.detik.com/detikupdate/20250202-250202091/video-pria-tenggelam-saat-memancing-di-sumsel-ditemukan-tewas-terlilit-jala-ikan,No Snippet
Detik,2025-02-02,Video: Kata Menlu soal Ada WNI Ditahan Terkait Kasus Penembakan di Malaysia,https://20.detik.com/detikupdate/20250202-250202087/video-kata-menlu-soal-ada-wni-ditahan-terkait-kasus-penembakan-di-malaysia,No Snippet
Detik,2025-02-02,KKB Pencuri Senjata Polres Yalimo Diburu,https://news.detik.com/berita/d-7759988/kkb-pencuri-senjata-polres-yalimo-diburu,No Snippet
Detik,2025-02-02,Duduk Perkara Kebijakan Trump Bikin Panas Sederet Negara,https://news.detik.com/internasional/d-7759976/duduk-perkara-kebijakan-trump-bikin-panas-sederet-negara,No Snippet
Detik,2025-02-02,Bahlil Ungkap Hasil Ratas dengan Prabowo di Hambalang Jumat Kemarin,https://news.detik.com/berita/d-7759961/bahlil-ungkap-hasil-ratas-dengan-prabowo-di-hambalang-jumat-kemarin,No Snippet
Detik,2025-02-03,Laporan dari Vatikan,https://news.detik.com/berita/d-7761872/hadiri-ktt-di-vatikan-puan-harap-ada-aksi-nyata-lindungi-hak-hak-anak,No Snippet
Detik,2025-02-03,Lokasi Rawan Pengendara Lawan Arah di Jakbar Kini Dijaga Polisi,https://news.detik.com/berita/d-7761868/lokasi-rawan-pengendara-lawan-arah-di-jakbar-kini-dijaga-polisi,No Snippet
Detik,2025-02-03,BGN Sebut Siswa Bisa Bawa Pulang MBG Saat Ramadan: Tahan Sampai Buka Puasa,https://news.detik.com/berita/d-7761866/bgn-sebut-siswa-bisa-bawa-pulang-mbg-saat-ramadan-tahan-sampai-buka-puasa,No Snippet
Detik,2025-02-03,MPR Pangkas Biaya Perjalanan hingga Sosialisasi demi Efisiensi Anggaran,https://news.detik.com/berita/d-7761850/mpr-pangkas-biaya-perjalanan-hingga-sosialisasi-demi-efisiensi-anggaran,No Snippet
Detik,2025-02-03,Video: Korban Cerita Detik-detik Minibus Terguling di Cikidang,https://20.detik.com/detikupdate/20250203-250203131/video-korban-cerita-detik-detik-minibus-terguling-di-cikidang,No Snippet
Detik,2025-02-03,Video: Prabowo Bakal Hadiri Puncak Peringatan Harlah NU ke-102,https://20.detik.com/detikupdate/20250203-250203134/video-prabowo-bakal-hadiri-puncak-peringatan-harlah-nu-ke-102,No Snippet
Detik,2025-02-03,Ancaman Trump soal Sesuatu yang Dahsyat Jika Gagal Ambil Terusan Panama,https://news.detik.com/internasional/d-7761836/ancaman-trump-soal-sesuatu-yang-dahsyat-jika-gagal-ambil-terusan-panama,No Snippet
Detik,2025-02-03,"Baleg Setujui Revisi Tatib DPR Jadi Usul Inisiatif, Dibawa ke Paripurna Besok",https://news.detik.com/berita/d-7761834/baleg-setujui-revisi-tatib-dpr-jadi-usul-inisiatif-dibawa-ke-paripurna-besok,No Snippet
Detik,2025-02-03,Video Kapal Nelayan Tenggelam Dihantam Ombak di Maluku Tengah,https://20.detik.com/detikupdate/20250203-250203125/video-kapal-nelayan-tenggelam-dihantam-ombak-di-maluku-tengah,No Snippet
Detik,2025-02-03,Polisi Akui Sempat Terkendala Usut Pengeroyokan Tewaskan Rahmad,https://news.detik.com/berita/d-7761823/polisi-akui-sempat-terkendala-usut-pengeroyokan-tewaskan-rahmad,No Snippet
Detik,2025-02-03,Polisi Tegaskan Kasus Rahmad Vaisandri Tewas Dikeroyok Diusut Transparan,https://news.detik.com/berita/d-7761820/polisi-tegaskan-kasus-rahmad-vaisandri-tewas-dikeroyok-diusut-transparan,No Snippet
Detik,2025-02-03,Video: Mendes Jelaskan Ucapannya soal Oknum LSM-Wartawan Peras Kades,https://20.detik.com/detikupdate/20250203-250203126/video-mendes-jelaskan-ucapannya-soal-oknum-lsm-wartawan-peras-kades,No Snippet
Detik,2025-02-03,Video: KLH Temukan 343 TPA Dengan Sistem Open Duming,https://20.detik.com/detikupdate/20250203-250203132/video-klh-temukan-343-tpa-dengan-sistem-open-duming-,No Snippet
Detik,2025-02-03,Laporan dari Vatikan,https://news.detik.com/berita/d-7761803/megawati-minta-bmkg-ambil-hikmah-dari-kebakaran-besar-los-angeles,No Snippet
Detik,2025-02-03,Indonesia Minta Malaysia Jelaskan Penahanan WNI Usai Kasus Penembakan,https://news.detik.com/berita/d-7761801/indonesia-minta-malaysia-jelaskan-penahanan-wni-usai-kasus-penembakan,No Snippet
Detik,2025-02-03,Kemensos Salurkan Bantuan untuk Warga Demak Terdampak Banjir,https://news.detik.com/berita/d-7761778/kemensos-salurkan-bantuan-untuk-warga-demak-terdampak-banjir,No Snippet
